"ASIN","Product.Name","Brand","Price","Monthly.Units.Sold","Daily.Units.Sold","Monthly.Revenue","Date.First.Available","Net.Revenue","Star.Rating","Reviews","Amazon.Fees","BSR","LQS","Seller.Type","Sellers","Category","Product.Tier","Dimensions","Weight","Link"
"B0DR17DJQF","Yoga Ball, Exercise Ball for Pilates Stability, Anti-Burst and Slip Resistant for Physical Therapy, Birthing, Stretching & Core Workout, Flexible Seating, Home Gym, with Pump","AGREJO","$13.99","396","22","$5,540","12/19/2024","$4.69",4.2,"18","$9.30","12,520",7,"FBA",1,"Sports & Outdoors","Large standard","6.89 x 9.65 x 4.96 in","2.619 lb","https://www.amazon.com/dp/B0DR17DJQF?th=1&psc=1"
"B0CN8L3L43","Moyaqi Canvas Tote Bag with Yoga Mat Carrier Pocket Carryall Shoulder Bag for Office, Workout, Pilates, Travel, Beach and Gym","MYQ MOYAQI","$23.99","798","21","$19,144","11/25/2021","$-1.61",4.5,"11","$25.60","12,946",8,"FBA",1,"Sports & Outdoors","Large bulky","19.5 x 15 x 14.4 in","0.73 lb","https://www.amazon.com/dp/B0CN8L3L43?th=1&psc=1"
"B09SG3YYRB","Beyond Yoga Women's Featherweight at The Ready Dress","Beyond Yoga","$138.00","60","2","$8,280","02/14/2022","$111.32",NA,"","$26.68","417,049",3,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","8.7 x 7.87 x 2.32 in","8 oz","https://www.amazon.com/dp/B09SG3YYRB?th=1&psc=1"
"B0DPQHKMTB","Open Back Workout Tops for Women Loose Fit Athletic Crop Tee Short Sleeve Gym Running Yoga Shirt","UNIANKIYA","$17.98","4,548","212","$81,773","12/06/2024","$10.96",4.4,"51","$7.02","3,791",5,"FBA",1,"Clothing, Shoes & Jewelry","Small standard","9.92 x 13.54 x 0.51 in","0.441 lb","https://www.amazon.com/dp/B0DPQHKMTB?th=1&psc=1"
"B0C6XXJ5T9","1/3 Yoga Mat Thick, Yoga Set for Beginners Include High Density Mat with Multi-loops Strap, Blocks, Booty Resistance Band Set, Door Anchor, Carring Bag & Strap","FARINOK","$59.99","170","6","$10,198","06/01/2023","$36.59",4.8,"71","$23.40","47,109",7,"FBA",2,"Sports & Outdoors","Large bulky","9 x 6.25 x 24.8 in","2.43 kg","https://www.amazon.com/dp/B0C6XXJ5T9?th=1&psc=1"
"B0D2ZPN5QC","CRZ YOGA Lightweight Ankle Pants for Women 7/8 Casual Lounge Travel Work Trousers with Pockets","CRZ YOGA","$32.00","490","18","$15,680","04/06/2025","$21.22",4,"2","$10.78","69,321",5,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","7.48 x 9.53 x 1.42 in","0.421 lb","https://www.amazon.com/dp/B0D2ZPN5QC?th=1&psc=1"
"B08T6XQYSS","Manduka Yogitoes Yoga Towel  Rubber Grip Dots Non-Slip Bottom, Quick Dry Fitness Towel for Hot Yoga, Pilates, Exercise","Manduka","$68.00","1,316","47","$89,488","01/14/2021","$53.16",4.6,"635","$14.84","5,296",7,"AMZ",1,"Sports & Outdoors","Small standard","3.78 x 14.449 x 2.913 in","0.44 kg","https://www.amazon.com/dp/B08T6XQYSS?th=1&psc=1"
"B0BRMQTTLB","Simian Premium Meditation Bolster - Rectangular Support Cushion with Velvet Cover, Washable, for Restorative & Yin Yoga","SIMIAN","$36.99","247","9","$9,137","01/03/2023","$23.83",4.1,"284","$13.16","31,346",8,"FBA",1,"Sports & Outdoors","Large standard","12.83 x 14.76 x 6.06 in","1.3 kg","https://www.amazon.com/dp/B0BRMQTTLB?th=1&psc=1"
"B086BNZTSF","Gaiam Yoga Mat - Premium 6mm Print Extra Thick Non Slip Exercise & Fitness Mat for All Types of Yoga, Pilates & Floor Workouts (68'L x 24'W x 6mm Thick)","Gaiam","$25.49","6,531","243","$166,475","03/23/2020","$13.60",4.7,"21,355","$11.89","506",8,"AMZ",2,"Sports & Outdoors","Large standard","5 x 4.8 x 24.4 in","3.5 lb","https://www.amazon.com/dp/B086BNZTSF?th=1&psc=1"
"B09NB9WTW8","Tibetan Singing Bowl Set - Easy To Play Authentic Handcrafted For Meditation Sound Bowl Chakra Yoga Healing 4 Inches By Himalayan Bazaar (Gold & Green)","HIMALAYAN BAZAAR","$33.22","2,132","","$70,825","04/05/2018","$23.10",4.6,"7,540","$10.12","245",7,"FBA",1,"Musical Instruments","Large standard","1.57 x 1.57 x 0.79 in","300 g","https://www.amazon.com/dp/B09NB9WTW8?th=1&psc=1"
"B087SM574R","Easy Yoga For Everything With Peggy Cappy","PBS","$30.92","","","","09/01/2020","$21.86",4.6,"266","$9.06","21,947",3,"AMZ",22,"Movies & TV","Small standard","0.7 x 7.5 x 5.4 in","8.48 oz","https://www.amazon.com/dp/B087SM574R?th=1&psc=1"
"B0DFD2BRKH","Lenovo Yoga Slim 7X Copilot PC Laptop 14.5' Touchscreen OLED 3K 1000 nits Display (Snapdragon X Elite X1E-78-100, 16GB LPDDR5X, 512GB SSD, Backlit KB, WiFi 7, Win 11 Pro) w/DKZ USB Port Expander","Lenovo","$1,059.00","16","1","$16,944","08/28/2024","$973.29",4.2,"11","$85.71","25,239",8,"FBM",2,"Computers & Accessories","Large standard","2.75 x 11.75 x 20.25 in","2.9 lb","https://www.amazon.com/dp/B0DFD2BRKH?th=1&psc=1"
"B0DJKLQHCG","Touch Screen Replacement for Lenovo 300E Yoga Chromebook Gen 4 82W2 82W3 LCD Display Digitizer Bezel Assembly 5D11C95909 5D11C95908 5D11C95910 5D11C95911 5D11C95912 5D11C95913","ARUISIFX","$88.35","15","","$1,325","10/06/2024","$74.24",NA,"","$14.11","35,583",5,"FBA",2,"Computers & Accessories","Large standard","14.25 x 12.01 x 1.73 in","1.85 lb","https://www.amazon.com/dp/B0DJKLQHCG?th=1&psc=1"
"B0BQWKKP5J","Wooden Yoga Dice Set for Kids, Fun Workout Game with 6 Exercise Dice, 12 Yoga Cards & A Box, Mindfulness Mother's Day Christmas Yoga Set for Girls & Beginners","Homotte","$18.04","164","4","$2,959","12/21/2022","$9.79",4.5,"78","$8.25","65,554",7,"FBA",1,"Toys & Games","Large standard","5.5 x 3.94 x 2.36 in","12.7 oz","https://www.amazon.com/dp/B0BQWKKP5J?th=1&psc=1"
"B0DL9DXD15","CRZ YOGA Butterluxe Skirts for Women High Waisted A Line Tennis Golf Athletic Casual Skorts with Pockets","CRZ YOGA","$28.00","7,816","414","$218,848","01/20/2025","$17.82",4.7,"85","$10.18","1,175",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","8.11 x 9.61 x 1.97 in","0.461 lb","https://www.amazon.com/dp/B0DL9DXD15?th=1&psc=1"
"B0DNMQ32L5","Yoga Mat Cleaner Spray (Peaceful Lavender), No Slippery Residue, Add Organic Essential Oils, Safe Deep Clean for All Type of Materials Exercise Mats, With Microfiber Towel (4oz/118ml)","Lisveory","$8.99","104","3","$934.96","11/20/2024","$3.52",5,"17","$5.47","82,148",7,"FBA",2,"Sports & Outdoors","Large standard","2 x 2 x 5 in","5 oz","https://www.amazon.com/dp/B0DNMQ32L5?th=1&psc=1"
"B08F6KC4KY","Clever Yoga Non-Slip Hot Yoga Towel Mat - Sweat Absorbent Microfiber Suede & Double Sided Grip Hot Yoga Mat Towel with Honeycomb Design, Easy Portable for Pilates, Exercise, Workout - Dark Blue","Clever Yoga","$64.99","434","12","$28,206","08/31/2020","$48.88",4.6,"434","$16.11","23,364",8,"FBA",1,"Sports & Outdoors","Large standard","4.8 x 9.33 x 3.82 in","1.5 lb","https://www.amazon.com/dp/B08F6KC4KY?th=1&psc=1"
"B0BGQHYTT6","TPE Yoga Mat - Artist Designed, Premium eco friendly mats, Non Slip, Non toxic, Great For Regular & Hot Yoga, Pilates and Workouts (72 inch x 24 inch x 6mm thick)","Shakti Warrior","$49.00","90","4","$4,410","09/27/2022","$34.79",4.2,"42","$14.21","66,558",8,"FBA",1,"Sports & Outdoors","Large standard","5.2 x 24.11 x 4.81 in","2.1 lb","https://www.amazon.com/dp/B0BGQHYTT6?th=1&psc=1"
"B09B3P64GQ","CRZ YOGA Women's Brushed Naked Feeling Biker Shorts 6'' - High Waist Matte Workout Gym Running Spandex","CRZ YOGA","$15.00","1,092","46","$16,380","09/29/2024","$7.61",4.6,"933","$7.39","27,575",7,"FBA",2,"Clothing, Shoes & Jewelry","Large standard","5.12 x 9.17 x 1.65 in","0.181 lb","https://www.amazon.com/dp/B09B3P64GQ?th=1&psc=1"
"B092947CS4","Heathyoga Women's Yoga Pants with Pockets for Women Bootcut Wide Leg Pants for Women High Waisted Workout Pants","Heathyoga","$31.99","3,082","100","$98,593","04/10/2023","$20.83",4.6,"22,950","$11.16","10,989",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","9.33 x 10.83 x 2.05 in","0.769 lb","https://www.amazon.com/dp/B092947CS4?th=1&psc=1"
"B09WXWLFQR","Lenovo ThinkPad X1 Titanium Yoga 2-in-1 Laptop (13.5' QHD Touchscreen, Intel Core i7, 16GB RAM, 1TB SSD, Precision Pen), AI PC for Designer & Photographer, Lightweight, 3-Year WRT, Win 11 Pro","Lenovo","$1,149.99","17","1","$19,550","03/29/2022","$1,057",3.9,"53","$92.99","19,149",7,"FBM",2,"Computers & Accessories","Large standard","11.378 x 17.165 x 3.661 in","2.54 lb","https://www.amazon.com/dp/B09WXWLFQR?th=1&psc=1"
"146547935X","Science of Yoga: Understand the Anatomy and Physiology to Perfect Your Practice (DK Science of)","DK","$16.45","","","","04/14/2018","$6.94",4.8,"4,769","$9.51","10,129",4,"AMZ",57,"Books","Large standard","7.75 x 0.72 x 9.5 in","2.31 lb","https://www.amazon.com/dp/146547935X?th=1&psc=1"
"B09X76XTGQ","Liforme Zodiac New Year Collection - Free Yoga Bag Included - Patented Alignment System, Warrior-like Grip, Non-Slip, Eco-friendly, Sweat-resistant, Long, Wide and Thick for Comfort","LIFORME","$194.95","30","1","$5,849","04/06/2022","$156.92",4.5,"118","$38.03","220,245",8,"FBA",1,"Sports & Outdoors","Large standard","6 x 28.5 x 5.5 in","2.5 kg","https://www.amazon.com/dp/B09X76XTGQ?th=1&psc=1"
"B09CCWZK3T","Knsbk Large Round Yoga Mat 4.6'X3.5mm for Exercise Premium Extra Thick, Ultra Comfortable, Non Slip, Meditation Mat","Knsbk","$78.99","30","1","$2,370","08/10/2021","$58.03",4.4,"64","$20.96","183,144",7,"FBA",1,"Sports & Outdoors","Large standard","15 x 18.9 x 3 in","3 kg","https://www.amazon.com/dp/B09CCWZK3T?th=1&psc=1"
"B0D5HWT6J1","MISZBHA 100% Indian Cotton Yoga Blanket | Perfect for Restorative Yoga & Meditation | Pack of 1 | Terracotta Color","RAZIIAA","$32.99","191","6","$6,301","05/28/2024","$20.05",5,"4","$12.94","41,075",7,"FBA",1,"Sports & Outdoors","Large standard","10.87 x 15.31 x 2.68 in","2.489 lb","https://www.amazon.com/dp/B0D5HWT6J1?th=1&psc=1"
"B0F3CJRH9R","CRZ YOGA Gym Shorts Men 5 Side Split Quick Dry Lightweight Stretchy for Athletic Workout Running with Zipper Pocket","CRZ YOGA","$32.00","239","7","$7,648","04/10/2025","$22.88",5,"","$9.12","151,487",5,"FBA",1,"Clothing, Shoes & Jewelry","Small standard","10.236 x 0.394 x 10.236 in","0.432 lb","https://www.amazon.com/dp/B0F3CJRH9R?th=1&psc=1"
"B0D9LD8JLG","Lenovo Yoga 7 2-in-1 14IML9 Laptop, 12-Core Intel Core Ultra 7 155U, 14' WUXGA IPS Touchscreen Display, Intel Iris Xe Graphics, 16GB LPDDR5 1TB SSD, Backlit KB, FP, Thunderbolt 4, Wi-Fi 6E, Win11 Pro","Lenovo","$949.62","","","","","$872.66",NA,"","$76.96","35,394",7,"FBM",1,"Computers & Accessories","Large standard","","3.55 lb","https://www.amazon.com/dp/B0D9LD8JLG?th=1&psc=1"
"B0BWDSQ7V4","Jerify 10 Pcs Yoga Strap for Stretching Bulk 6ft Exercise Stretch Band with Metal D Ring Adjustable Pilates Non Elastic Yoga Stretch Belt for Women Men Physical Fitness Gym Workout Dance","Jerify","$19.99","119","5","$2,379","02/20/2023","$10.63",4.4,"51","$9.36","52,254",7,"FBA",1,"Sports & Outdoors","Large standard","8.5 x 10.79 x 2.2 in","0.68 kg","https://www.amazon.com/dp/B0BWDSQ7V4?th=1&psc=1"
"B0CZ3T5ZPZ","CRZ YOGA Butterluxe V-Neck Sports Bras for Women - Adjustable Thin Straps Padded Yoga Top Basic Wireless Camisole","CRZ YOGA","$28.00","10,168","378","$284,704","05/21/2024","$17.29",4.6,"331","$10.71","1,402",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","7.52 x 14.68 x 1.65 in","0.26 lb","https://www.amazon.com/dp/B0CZ3T5ZPZ?th=1&psc=1"
"B0DSPT9N64","CRZ YOGA High Waisted Dolphin Shorts for Women 3' for Running Athletic Workout Gym with Zipper Pockets Liner","CRZ YOGA","$28.00","1,830","63","$51,240","03/20/2025","$17.82",4.4,"10","$10.18","19,146",7,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","8.15 x 8.86 x 1.57 in","0.311 lb","https://www.amazon.com/dp/B0DSPT9N64?th=1&psc=1"
"B09QD45F3Q","Beyond Yoga Women's Spacedye On The Go Mock Neck Jacket","Beyond Yoga","$69.00","30","1","$2,070","05/13/2024","$53.11",NA,"","$15.89","816,288",3,"FBA",2,"Clothing, Shoes & Jewelry","Large standard","8.26 x 6.62 x 2.39 in","0.73 lb","https://www.amazon.com/dp/B09QD45F3Q?th=1&psc=1"
"B0CL57P4SH","Timgle 24 Pack 68' x 24' Yoga Mat Bulk, 4mm Thick Extra Long Assorted Colors Sports Mat Anti Slip Tear Resistant Exercise Yoga Mat Set for Fitness Stretching Home Workout Gym and Studio","Timgle","$192.99","37","1","$7,141","10/15/2023","$145.84",4,"6","$47.15","172,152",7,"FBA",1,"Sports & Outdoors","Large bulky","22.5 x 24.25 x 15.25 in","9.44 kg","https://www.amazon.com/dp/B0CL57P4SH?th=1&psc=1"
"B0CY93LKKG","STRETCHING EXERCISES FOR SENIORS DVD- 4 Sessions. Increase Flexibility& Relieve Pain. Stretch yourself healthy! Stretching for seniors & beginners. Replace chair yoga for seniors over 60 dvd yoga dvd.","Vitality 4 Life with Curtis Adams","$19.99","","","","03/15/2024","$12.85",4.4,"6","$7.14","1,359",6,"FBA",3,"Movies & TV","Small standard","7.5 x 0.5 x 5 in","3.21 oz","https://www.amazon.com/dp/B0CY93LKKG?th=1&psc=1"
"B0BXX8TQTM","G4Free Stretch Capri Dress Yoga Pants for Women with Pockets Ruffle Bell Bottom Leggings","G4Free","$28.89","1,180","58","$34,090","12/15/2022","$18.05",4.4,"392","$10.84","21,358",5,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","9.06 x 11.73 x 1.26 in","0.679 lb","https://www.amazon.com/dp/B0BXX8TQTM?th=1&psc=1"
"B089CLPLPK","ODODOS Women's High Waisted Yoga Capris with Pockets, Tummy Control Non See Through Workout Athletic Running Capri Leggings","ODODOS","$19.98","20,083","762","$401,258","04/19/2024","$13.55",4.6,"24,242","$9.43","300",8,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","7.2 x 9.88 x 1.77 in","0.04 lb","https://www.amazon.com/dp/B089CLPLPK?th=1&psc=1"
"B0D3GVYYCM","ODODOS Women's Tummy Control Biker Shorts 2.0 with Pockets High Waist Athletic Workout Yoga Shorts-5' / 8' / 10' Inseam","ODODOS","$17.98","10,609","385","$190,750","09/05/2019","$11.23",4.6,"13,583","$6.75","1,350",8,"FBA",1,"Clothing, Shoes & Jewelry","Small standard","12 x 8 x 0.3 in","0.399 lb","https://www.amazon.com/dp/B0D3GVYYCM?th=1&psc=1"
"B0CP1V2ZJD","ODODOS ODCLOUD 2-Pack Buttery Soft Lounge Yoga Leggings with Pockets for Women 23' / 25' / 28' High Waist Yoga Pants","ODODOS","$34.18","314","12","$10,733","05/01/2024","$26.74",4.5,"165","$11.24","94,503",8,"FBA",1,"Clothing, Shoes & Jewelry","Large standard","6.69 x 9.76 x 2.09 in","0.73 lb","https://www.amazon.com/dp/B0CP1V2ZJD?th=1&psc=1"
"B0DBQRJ2SQ","Lenovo Yoga 7 14 2-in-1 AI PC Laptop 14' FHD+ Touch (Glossy, Anti-Fingerprint) Intel 12-core Ultra 5 125U (>i7-1335U) 16GB RAM 1TB SSD Backlit Fingerprint Thunderbolt w/Pen Win11 Gray + HDMI Cable","Lenovo","$859.00","95","2","$81,605","07/30/2024","$789.29",4.4,"45","$69.71","10,758",8,"FBM",4,"Computers & Accessories","Large standard","11.34 x 17.87 x 3.62 in","3.55 lb","https://www.amazon.com/dp/B0DBQRJ2SQ?th=1&psc=1"
"B07F7ZRB2V","2025 New Slim 65W 45W USB C Laptop Charger Replacement for Lenovo Yoga Thinkpad IdeaPad Chromebook Computer Fast Charging Type C AC Adapter Power Cord Supply","JIONR","$20.68","10","1","$206.80","07/03/2018","$14.61",4.8,"5,252","$6.07","18,581",7,"FBA",1,"Computers & Accessories","Small standard","3.4 x 8.8 x 1.8 in","0.27 kg","https://www.amazon.com/dp/B07F7ZRB2V?th=1&psc=1"
"B0D7NVS6RV","Lenovo Yoga 7i 2-in-1 Laptop, 16' 2K Touchscreen Display, Core Ultra 7 155U (Up to 4.80 GHz), 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Backlit KB, FP Reader, TB 4, Webcam, Keypad, PDG HDMI, Win 11 Pro","Lenovo","$883.00","250","10","$220,750","06/19/2024","$811.37",4.2,"39","$71.63","2,206",6,"FBM",16,"Computers & Accessories","Large standard","12.8 x 20.7 x 3.1 in","4.6 lb","https://www.amazon.com/dp/B0D7NVS6RV?th=1&psc=1"
"B0DQCRYC1V","Lenovo Yoga 7 7i 2-in-1 Laptop (16' FHD+ Touchscreen, AMD Ryzen 7 8840HS (Beat i7-1355U), 16GB RAM, 1TB SSD), AI PC, Backlit Keyboard, Fingerprint, FHD IR Webcam, WiFi 6E, Win 11 Home, Arctic Gray","ist computers","$799.99","138","6","$110,399","06/30/2024","$735.00",4,"19","$64.99","3,700",7,"FBM",2,"Computers & Accessories","Large standard","13 x 20.75 x 3.1 in","4.4 lb","https://www.amazon.com/dp/B0DQCRYC1V?th=1&psc=1"
"B0DBZWY9FZ","Lenovo Yoga 9i AI Powered 2-in-1 Laptop 14.0' 120 Hz Touchscreen OLED 2.8K (Intel Ultra 7-155H, 16GB LPDDR5X, 1TB SSD, Active Pen, Backlit KYB, FP Reader, 2 Thunderbolt 4, Win 11 Home) w/DKZ Hub","Lenovo","$1,385.04","63","2","$87,258","08/03/2024","$1,273",4.5,"8","$111.79","7,915",8,"FBM",6,"Computers & Accessories","Large standard","12 x 19 x 3 in","2.85 lb","https://www.amazon.com/dp/B0DBZWY9FZ?th=1&psc=1"
"B0CKVSQSR5","Lenovo Yoga 7 14 2-in-1 AI PC Laptop 14' WUXGA IPS Touch (Glossy) Intel 12-core Ultra 5 125U Processor (Beats i7-1335U) 16GB RAM 512GB SSD Backlit Fingerprint Thunderbolt4 Win11 Gray + HDMI Cable","Lenovo","$755.00","49","2","$36,995","10/10/2023","$693.61",4.4,"52","$61.39","8,662",8,"FBM",5,"Computers & Accessories","Large standard","14 x 20 x 3 in","3.6 lb","https://www.amazon.com/dp/B0CKVSQSR5?th=1&psc=1"
"B07VLTTGJQ","65W USB C Type c AC Charger Compatible with Lenovo ThinkPad E580 E585 E590 E590S E595 T480 T490 T580 Yoga C940 C740 thinkbook ADLX65YCC3A Laptop Power Supply Adapter Cord","Dongguan Speed Ronda Electronic Technology Co Ltd DTDR","$19.99","1,640",NA,"$32,784","07/27/2019","$14.34",4.4,"235","$5.65","7,075",8,"FBA",5,"Electronics","Small standard","4.8 x 7.87 x 1.85 in","0.01 oz","https://www.amazon.com/dp/B07VLTTGJQ?th=1&psc=1"
"B0CX8CFGQY","Lenovo ThinkPad Yoga 500w 2-in-1 Laptop (11.6' Touchscreen, Intel Pentium N6000, 8GB RAM, 512GB SSD) Ruggedized & Water Resistant for Student & School, Webcam, Wi-Fi, IST Pen, Win 11 Home, Blue","Lenovo","$359.98","229","5","$82,435","04/23/2023","$330.19",4.2,"292","$29.79","4,005",8,"FBM",3,"Computers & Accessories","Large standard","9.88 x 17.56 x 2.72 in","2.9 lb","https://www.amazon.com/dp/B0CX8CFGQY?th=1&psc=1"
"B0DFD2BRKH","Lenovo Yoga Slim 7X Copilot PC Laptop 14.5' Touchscreen OLED 3K 1000 nits Display (Snapdragon X Elite X1E-78-100, 16GB LPDDR5X, 512GB SSD, Backlit KB, WiFi 7, Win 11 Pro) w/DKZ USB Port Expander","Lenovo","$1,059.00","16","1","$16,944","08/28/2024","$973.29",4.2,"11","$85.71","25,239",8,"FBM",2,"Computers & Accessories","Large standard","2.75 x 11.75 x 20.25 in","2.9 lb","https://www.amazon.com/dp/B0DFD2BRKH?th=1&psc=1"
"B0CKVRDWD8","Lenovo Yoga 7 14 2-in-1 AI PC Laptop 14' WUXGA IPS Touch (Glossy) Intel 12-core Ultra 5 125U Processor (Beats i7-1335U) 16GB RAM 1TB SSD Backlit Fingerprint Thunderbolt4 Win11 Gray + HDMI Cable","Lenovo","$829.00","53","1","$43,937","10/10/2023","$761.69",4.4,"44","$67.31","15,037",8,"FBM",1,"Computers & Accessories","Large standard","14 x 20 x 3 in","3.55 lb","https://www.amazon.com/dp/B0CKVRDWD8?th=1&psc=1"
"B0DN6TLX6X","Lenovo Yoga 7 2-in-1 16' 2K Touchscreen Laptop, Office Pro Lifetime License, AMD Ryzen 7 8840HS, 16 GB LPDDR5X RAM, 1 TB SSD, Long Battery Life, FP Reader, Backlit KB, Windows 11 Pro, w/Accessories","Lenovo","$999.99","10",NA,"$10,000","11/11/2024","$919.00",4.5,"37","$80.99","44,753",7,"FBM",1,"Computers & Accessories","Large standard","9.84 x 0.75 x 14.24 in","4.6 lb","https://www.amazon.com/dp/B0DN6TLX6X?th=1&psc=1"
"B0DBZ6HWPD","Lenovo Yoga 7i 2-in-1 16' 2K Touchscreen Laptop, Intel Ultra 5 125U, 16GB LPDDR5X, 800GB Storage(512GB SSD +288GB Docking Station Set), Backlit Keyboard, Fingerprint Reader, WiFi 6E, Win 11 Home, Grey","Lenovo","$899.00","18",NA,"$16,182","08/01/2024","$826.09",4.5,"21","$72.91","40,396",5,"FBM",1,"Computers & Accessories","Large standard","9.84 x 0.75 x 14.24 in","4.63 lb","https://www.amazon.com/dp/B0DBZ6HWPD?th=1&psc=1"
"B07WH3HPJQ","Lenovo Thinkpad X1 Yoga G1 2-in-1 14' FHD Laptop Computer with Pen, Intel Core i7-6600U 2.6Ghz, 16GB RAM, 512GB SSD, Fingerprint Reader, Windows 10 Pro (Renewed)","Lenovo","$239.00","18","1","$4,302","08/15/2019","$214.30",4,"53","$34.70","27,604",7,"FBA",5,"Computers & Accessories","Large bulky","17 x 19 x 5 in","4.101 lb","https://www.amazon.com/dp/B07WH3HPJQ?th=1&psc=1"
"B0DJBDWQGW","Lenovo Yoga 7 2-in-1 16' WUXGA (1920x1200) Touch-Screen Laptop, AMD Ryzen 5 8640HS 6-core, 8GB RAM, 512GB SSD, AMD Radeon 760M Graphics, Backlit KB, Fingerprint, WiFi6, Win11, Arctic Grey, W/GaLiMu","Lenovo","$598.00","108","2","$64,584","09/30/2024","$549.17",3.8,"4","$48.83","8,718",8,"FBM",11,"Computers & Accessories","Large standard","12.75 x 20.5 x 3.25 in","4.39 lb","https://www.amazon.com/dp/B0DJBDWQGW?th=1&psc=1"
"B0DDKTJWJG","Lenovo 2024 Yoga 7i 2-in-1 AI Laptop, 16' WUXGA Touch, Intel 12-Core Ultra 7 155U (Beat i7-1355U), 16GB LPDDR5X RAM, 1TB SSD, Backlit, FP, FHD IR Webcam, AI Copilot, Win11 Home, W/Portable SSD&Stylus","Lenovo","$858.14","30","1","$25,744","08/10/2024","$788.50",4.8,"7","$69.64","17,082",8,"FBM",6,"Computers & Accessories","Large standard","3 x 3 x 19 in","4.63 lb","https://www.amazon.com/dp/B0DDKTJWJG?th=1&psc=1"
"B0C9VPR1SY","Lenovo Yoga 7i 2-in-1 16' WUXGA Touchscreen Laptop, Intel Core i5-1335U, 8GB RAM, 512GB SSD, Backlit Keyboard, Fingerprint Reader, Windows 11 Home, Storm Grey","Lenovo","$609.97","51","2","$31,108","06/29/2023","$560.18",4.1,"38","$49.79","7,914",5,"FBM",11,"Computers & Accessories","Large standard","12.7 x 20.6 x 3.5 in","2 kg","https://www.amazon.com/dp/B0C9VPR1SY?th=1&psc=1"
"B07VYZFWLY","65W 45W USB C AC Charger, Compatible with Lenovo ThinkPad and ThinkBook Yoga Series, ADLX65YLC3D, P/N:02DL126, 20V 3.25A Type C Laptop Power Adapter Supply Cord","Delight Tordor","$15.99","98",NA,"$1,567","08/01/2019","$10.12",4.2,"37","$5.87","34,901",8,"FBA",1,"Electronics","Small standard","4.3 x 7.9 x 1.8 in","0.39 kg","https://www.amazon.com/dp/B07VYZFWLY?th=1&psc=1"
"B0BBLT3TT1","Lenovo Yoga 7 7i 2-in-1 Business Laptop (16' FHD+ Touchscreen, AMD Ryzen 7 7735U (Beat i7-1255U), 16GB RAM, 1TB SSD, IST Precision Pen), Backlit, Fingerprint, FHD IR Webcam, Win 11 Pro, Arctic Grey","Lenovo","$864.00","35","3","$30,240","08/14/2022","$793.89",4,"42","$70.11","6,446",6,"FBM",11,"Computers & Accessories","Large standard","13 x 20.5 x 3 in","4.4 lb","https://www.amazon.com/dp/B0BBLT3TT1?th=1&psc=1"
"B0DDNM1Y6M","Lenovo Yoga Book 9i 2-in-1 13.3' 2.8K Dual Screen OLED Touch Laptop - Intel Core i7-1355U with 16GB Memory - 1TB SSD - Tidal Teal - US Version (New 2024 Model (1TB/Ultra 7))","Lenovo Yoga","$1,786.03","36","1","$64,297","09/03/2024","$1,641",5,"1","$143.79","19,997",3,"FBM",8,"Computers & Accessories","Large standard","","8 lb","https://www.amazon.com/dp/B0DDNM1Y6M?th=1&psc=1"
"B0CM6M91TR","Lenovo ThinkPad L13 Yoga 13.3' FHD IPS Touchscreen 2in1 Laptop Computer, Intel Core i5-10310U, 16GB DDR4 RAM 512GB SSD, Fingerprint, Windows 10 Pro (Renewed)","Lenovo","$289.90","63","4","$18,264","10/30/2023","$258.24",3.4,"41","$31.66","5,755",5,"FBA",1,"Computers & Accessories","Large standard","12.48 x 15.75 x 2.8 in","4.61 lb","https://www.amazon.com/dp/B0CM6M91TR?th=1&psc=1"
"B0CK3ZK7WT","Lenovo| Yoga 7i Intel Core i7-1355U 16' WUXGA 2 in 1 Touch-Screen Laptop16GB Memory 512GB SSD Storm Grey 82YN0002US","Lenovo","$852.00","35","1","$29,820","09/27/2023","$782.85",4.2,"35","$69.15","19,905",6,"FBM",12,"Computers & Accessories","Large standard","12.63 x 20.75 x 3.5 in","4.5 lb","https://www.amazon.com/dp/B0CK3ZK7WT?th=1&psc=1"
"B07SRM882H","65W USB C Type C AC Charger Compatible with Lenovo ThinkPad X1 t480 T480S P43s P51s P52s P53s/P14s P15s P16s Yoga Chromebook ThinkBook Series ADLX65YLC3D Laptop Power Adapter","DTDR","$19.99","103",NA,"$2,059","06/07/2019","$13.80",4.2,"57","$6.19","39,476",8,"FBA",1,"Electronics","Small standard","4.3 x 8.2 x 1.9 in","0.36 kg","https://www.amazon.com/dp/B07SRM882H?th=1&psc=1"
